BirdtreeFormat,Family,Final.polygyny,Final.EPP,Syllable.rep.min,Syllable.rep.final,Syllable.rep.max,Syll.song.min,Syll.song.final,Syll.song.max,Song.rep.min,Song.rep.final,Song.rep.max,Duration.min,Duration.final,Duration.max,Interval.min,Interval.final,Interval.max,Song.rate.min,Song.rate,Song.rate.max,Continuity.min,Continuity,Continuity.max
Sphenoeacus_afer,Macrosphenidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spiza_americana,Cardinalidae,1,NA,2,2,2,2,2,2,1,1,1,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizella_arborea,Passerellidae,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizella_atrogularis,Passerellidae,0,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizella_breweri,Passerellidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizella_pallida,Passerellidae,0,NA,1,1,1,1,1,1,1,1,1,1.75,1.75,1.75,6.25,6.25,6.25,7.5,7.5,7.5,0.21875,0.21875,0.21875
Spizella_passerina,Passerellidae,0,NA,1,1,1,1,1,1,1,1,1,2.61,2.61,2.61,6.79,6.79,6.79,6.382978723,6.382978723,6.382978723,0.277659574,0.277659575,0.277659574
Spizella_pusilla,Passerellidae,0,1,2,2,2,2,2,2,1,1,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizocorys_conirostris,Alaudidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizocorys_fringillaris,Alaudidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_minuta,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporopipes_frontalis,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporopipes_squamifrons,Ploceidae,0,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spreo_bicolor,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spreo_fischeri,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenostira_scita,Stenostiridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnella_bellicosa,Icteridae,NA,NA,34.5,34.5,34.5,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnella_defilippii,Icteridae,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnella_loyca,Icteridae,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnella_magna,Icteridae,1,NA,389.5,389.5,389.5,5,5,5,70,70,70,1.28,1.28,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnella_neglecta,Icteridae,1,NA,86,86,86,8,8,8,8,8,8,1.5,1.75,2,8,8,8,6.315789474,6.153846154,6,0.157894737,0.17948718,0.2
Sturnella_superciliaris,Icteridae,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnus_contra,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnus_malabaricus,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnus_pagodarum,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnus_philippensis,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnus_roseus,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnus_sturninus,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnus_unicolor,Sturnidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnus_vulgaris,Sturnidae,1,0,39.9,41.95,44,4.2,9.6,15,35,40.13,49,24.77,24.77,24.77,5,5,5,2.015451797,2.015451797,2.015451797,0.832045684,0.832045684,0.832045684
Sylvia_atricapilla,Sylviidae,1,NA,NA,NA,NA,25,25,25,100,500,1000,4.5,4.5,4.5,4.2,4.2,4.2,6.896551724,6.896551724,6.896551724,0.517241379,0.517241379,0.517241379
Sylvia_boehmi,Sylviidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3.5,3.5,3.5,9.230769231,9.230769231,9.230769231,0.461538462,0.461538462,0.461538462
Sylvia_borin,Sylviidae,0,NA,NA,NA,NA,20,20,20,100,500,1000,3.5,3.75,4,1.55,1.55,1.55,11.88118812,11.32075472,10.81081081,0.693069307,0.70754717,0.720720721
Sylvia_buryi,Sylviidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_cantillans,Sylviidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_communis,Sylviidae,1,NA,119,367.5,616,15,15,15,3,3,3,2.5,4.125,5.75,5,5,5,8,6.575342466,5.581395349,0.333333333,0.452054795,0.534883721
Sylvia_conspicillata,Sylviidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,1.95,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_curruca,Sylviidae,0,NA,68,68,68,8,8,8,NA,NA,NA,1.75,1.75,1.75,9,9,9,5.581395349,5.581395349,5.581395349,0.162790698,0.162790698,0.162790698
Sylvia_deserticola,Sylviidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,3.45,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_hortensis,Sylviidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,6,6,6,6,6,6,0.4,0.4,0.4
Sylvia_leucomelaena,Sylviidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_melanocephala,Sylviidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_melanothorax,Sylviidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_mystacea,Sylviidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_nana,Sylviidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_nisoria,Sylviidae,NA,NA,74,74,74,NA,NA,NA,NA,NA,NA,6,6,6,11,11,11,3.529411765,3.529411765,3.529411765,0.352941176,0.352941177,0.352941176
Sylvia_rueppelli,Sylviidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_sarda,Sylviidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,2.85,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_subcaerulea,Sylviidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_undata,Sylviidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2.25,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvietta_brachyura,Macrosphenidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvietta_denti,Macrosphenidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvietta_rufescens,Macrosphenidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvietta_virens,Macrosphenidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvietta_whytii,Macrosphenidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Synallaxis_brachyura,Furnariidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,1.5,1.5,1.5,33.33333333,33.33333333,33.33333333,0.166666667,0.166666667,0.166666667
Synallaxis_erythrothorax,Furnariidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Synallaxis_zimmeri,Furnariidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1.5,1.5,1.5,24,24,24,0.4,0.4,0.4
Tachycineta_albilinea,Hirundinidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tachycineta_bicolor,Hirundinidae,0,1,2.6,2.6,2.6,2.5,2.5,2.5,2.6,2.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tachycineta_thalassina,Hirundinidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taeniopygia_guttata,Estrildidae,0,0,8,8,8,6.8,7.4,8,1,1,1,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tchagra_minutus,Malaconotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Telespiza_cantans,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Telespiza_ultima,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tephrodornis_pondicerianus,Vangidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terpsiphone_atrochalybeia,Monarchidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terpsiphone_bedfordi,Monarchidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terpsiphone_corvina,Monarchidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terpsiphone_paradisi,Monarchidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terpsiphone_rufiventer,Monarchidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terpsiphone_rufocinerea,Monarchidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terpsiphone_viridis,Monarchidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thraupis_episcopus,Thraupidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thripadectes_rufobrunneus,Furnariidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thryomanes_bewickii,Troglodytidae,0,NA,NA,NA,NA,4,4,4,3,9.5,16,1.71,2.05,2.39,4.48,5.35,6.22,9.693053312,8.108108108,6.968641115,0.276252019,0.277027027,0.277584204
Thryothorus_felix,Troglodytidae,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1.2,1.2,1.2,6.1,6.1,6.1,8.219178082,8.219178082,8.219178082,0.164383562,0.164383562,0.164383562
Thryothorus_leucotis,Troglodytidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thryothorus_ludovicianus,Troglodytidae,0,0,NA,NA,NA,2.5,2.5,2.5,28,30,36,1.6,1.63,1.66,3.6,3.6,3.6,11.53846154,11.47227533,11.40684411,0.307692308,0.31166348,0.315589354
Thryothorus_rufalbus,Troglodytidae,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thryothorus_sinaloa,Troglodytidae,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,2.6,2.6,2.6,7.95,7.95,7.95,5.687203791,5.687203791,5.687203791,0.246445498,0.246445498,0.246445498
Tiaris_olivaceus,Thraupidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tmetothylacus_tenellus,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toxostoma_bendirei,Mimidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toxostoma_crissale,Mimidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toxostoma_curvirostre,Mimidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toxostoma_lecontei,Mimidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toxostoma_longirostre,Mimidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toxostoma_rufum,Mimidae,0,NA,2400,2400,2400,100,500,1000,1000,1450,2000,0.6255,0.6255,0.6255,0.7965,0.7965,0.7965,42.19409283,42.19409283,42.19409283,0.439873418,0.439873418,0.439873418
Trochocercus_cyanomelas,Monarchidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trochocercus_nitens,Monarchidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troglodytes_aedon,Troglodytidae,1,0,28,28,28,6,6,6,100,100,100,1.7,1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troglodytes_cobbi,Troglodytidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troglodytes_troglodytes,Troglodytidae,1,NA,NA,NA,NA,47,47,47,6.5,13.75,21,6.3,6.3,6.3,5.6,5.6,5.6,5.042016807,5.042016807,5.042016807,0.529411765,0.529411765,0.529411765
Turdoides_altirostris,Leiothrichidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turdoides_squamiceps,Leiothrichidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turdus_albicollis,Turdidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turdus_cardis,Turdidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turdus_grayi,Turdidae,NA,1,14.5,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turdus_helleri,Turdidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turdus_iliacus,Turdidae,NA,NA,685.2,685.2,685.2,2,2,2,1,1,1,0.9,0.9,0.9,8.49,8.49,8.49,6.389776358,6.389776358,6.389776358,0.095846645,0.095846645,0.095846645
Turdus_merula,Turdidae,0,1,108,108,108,6,13,20,32,34,500,2.4,2.4,2.4,1.6,2.55,3.5,15,12.12121212,10.16949153,0.6,0.484848485,0.406779661
Turdus_migratorius,Turdidae,0,1,38,38,38,NA,NA,NA,13,256.5,500,1.93,1.93,1.93,2.28,2.28,2.28,14.25178147,14.25178147,14.25178147,0.458432304,0.458432304,0.458432304
Turdus_philomelos,Turdidae,NA,NA,NA,NA,NA,9,9,9,149,160,171,0.6,0.6,0.6,0.9,0.9,0.9,40,40,40,0.4,0.4,0.4
Turdus_pilaris,Turdidae,0,1,NA,NA,NA,NA,NA,NA,27,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turdus_torquatus,Turdidae,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turdus_viscivorus,Turdidae,NA,NA,NA,NA,NA,3.5,3.5,3.5,12,256,500,1,1,1,0.6,1.1,1.6,37.5,28.57142857,23.07692308,0.625,0.476190476,0.384615385
Tylas_eduardi,Vangidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrannus_tyrannus,Tyrannidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vanga_curvirostris,Vangidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermivora_chrysoptera,Parulidae,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermivora_peregrina,Parulidae,NA,NA,4.5,4.5,4.5,4.5,4.5,4.5,1,1,1,2.87,2.885,2.9,3.57,3.585,3.6,9.316770186,9.273570325,9.230769231,0.445652174,0.445904173,0.446153846
Vermivora_pinus,Parulidae,NA,NA,4,4,4,2,2,2,2,2,2,2.6,2.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermivora_ruficapilla,Parulidae,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1.93,1.93,1.93,5.88,5.88,5.88,7.682458387,7.682458387,7.682458387,0.247119078,0.247119078,0.247119078
Vestiaria_coccinea,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vidua_chalybeata,Viduidae,1,NA,NA,NA,NA,NA,NA,NA,18,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vidua_macroura,Viduidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vidua_paradisaea,Viduidae,NA,NA,33,33,33,33,33,33,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vireo_altiloquus,Vireonidae,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,0.51,0.51,0.51,1.57,1.57,1.57,28.84615385,28.84615385,28.84615385,0.245192308,0.245192308,0.245192308
Vireo_atricapilla,Vireonidae,0,NA,NA,NA,NA,NA,NA,NA,100,500,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vireo_bellii,Vireonidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vireo_flavifrons,Vireonidae,0,NA,NA,NA,NA,1.5,1.5,1.5,6,6,6,0.35,0.35,0.35,2.45,2.45,2.45,21.42857143,21.42857143,21.42857143,0.125,0.125,0.125
Vireo_flavoviridis,Vireonidae,NA,NA,NA,NA,NA,NA,NA,NA,21,21,21,0.17,0.17,0.17,1.29,1.29,1.29,41.09589041,41.09589041,41.09589041,0.116438356,0.116438356,0.116438356
Vireo_griseus,Vireonidae,0,NA,NA,NA,NA,4,4,4,5,5.1,5.2,1,1,1,3,3,3,15,15,15,0.25,0.25,0.25
Vireo_huttoni,Vireonidae,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0.29,0.29,0.29,1.54,1.54,1.54,32.78688525,32.78688525,32.78688525,0.158469945,0.158469945,0.158469945
Vireo_olivaceus,Vireonidae,0,1,NA,NA,NA,2,2,2,43,43,43,0.35,0.425,0.5,1.42,1.71,2,33.89830508,28.1030445,24,0.197740113,0.199063232,0.2
Vireo_philadelphicus,Vireonidae,0,NA,NA,NA,NA,NA,NA,NA,25,25,25,0.4,0.4,0.4,1.5,2.25,2.47,31.57894737,22.64150943,20.90592334,0.210526316,0.150943396,0.139372822
Vireo_solitarius,Vireonidae,0,0,NA,NA,NA,2,2,2,13,17,20,0.3,0.34,0.36,2.09,2.3,2.51,25.10460251,22.72727273,20.90592334,0.125523013,0.128787879,0.12543554
Vireo_vicinior,Vireonidae,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,0.21,0.21,0.21,1.39,1.39,1.39,37.5,37.5,37.5,0.13125,0.13125,0.13125
Volatinia_jacarina,Thraupidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wilsonia_canadensis,Parulidae,NA,1,17.43,17.43,17.43,12.1,12.1,12.1,5,5,5,1.5,1.505,1.51,4.17,4.185,4.2,10.58201058,10.54481547,10.50788091,0.264550265,0.264499121,0.264448336
Wilsonia_citrina,Parulidae,0,1,NA,NA,NA,4,4,4,7,7,7,1.1,1.1,1.1,6.7,6.7,6.7,7.692307692,7.692307692,7.692307692,0.141025641,0.141025641,0.141025641
Wilsonia_pusilla,Parulidae,0,1,NA,NA,NA,2,2,2,3,3,3,1.2,1.2,1.2,4,4,4,11.53846154,11.53846154,11.53846154,0.230769231,0.230769231,0.230769231
Xanthocephalus_xanthocephalus,Icteridae,1,NA,NA,NA,NA,3,3,3,2,2,2,2.75,2.75,2.75,46,46,46,1.230769231,1.230769231,1.230769231,0.056410256,0.056410256,0.056410256
Xenops_minutus,Furnariidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yuhina_brunneiceps,Zosteropidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zonotrichia_albicollis,Passerellidae,0,1,5,5,5,4,4.5,5,1,1,1,2.87,2.87,2.87,5.83,9.165,12.5,6.896551724,4.985459078,3.903708523,0.329885057,0.238471126,0.186727391
Zonotrichia_atricapilla,Passerellidae,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zonotrichia_capensis,Passerellidae,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zonotrichia_leucophrys,Passerellidae,0,1,4,4,4,4,4,4,1,1,1,1.9,1.9,1.9,11,11,11,4.651162791,4.651162791,4.651162791,0.147286822,0.147286822,0.147286822
Zonotrichia_querula,Passerellidae,0,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoothera_naevia,Turdidae,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zosterops_lateralis,Zosteropidae,NA,0,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
